Key,Value
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1000,26766.278849923372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1001,26767.01893802339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1002,26767.839630998373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1003,26768.81963032341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1004,26769.553795948385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1005,26770.649417573393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1006,26771.26909734839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1007,26772.139073473394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1008,26773.899601923407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1009,26774.56905454838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1010,26775.358933973373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1011,26775.988998873414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1012,26776.59902344841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1013,26777.269048898397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1014,26778.058900623382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1015,26778.859664123414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1016,26779.64928484839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1017,26780.336079898418
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1018,26782.342238773406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1019,26783.27902524841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1020,26784.06907099843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1021,26784.73985409838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1022,26785.469011948408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1023,26786.26913792342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1024,26787.009050473393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1025,26787.8597531234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1026,26788.532504223407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1027,26791.23972382343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1028,26791.979497798384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1029,26792.909715048372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1030,26793.659550773384
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1031,26794.259116298377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1032,26794.92923414838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1033,26795.779835148394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1034,26796.526039773406
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1035,26797.3292886734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1036,26798.059121023416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1037,26799.9862457484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1038,26801.00449634838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1039,26801.799753123403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1040,26802.60618964839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1041,26803.596213748395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1042,26804.379237523375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1043,26805.17729387343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1044,26806.0398414734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1045,26806.77026512343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1046,27002.048576123416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1047,27002.660624123393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1048,27003.640725073397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1049,27004.310316298426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1050,27005.222562823416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1051,27005.900635823367
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1052,27006.76113229841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1053,27007.440397198377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1054,27008.24032912338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1055,27009.101075048387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1056,27011.009443723382
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1057,27011.901150998412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1058,27012.690716298403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1059,27013.4503827734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1060,27014.3704181484
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1061,27015.050394473375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1062,27015.841096223416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1063,27016.701010598423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1064,27017.50046209842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1065,27020.21106332338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1066,27020.950920448424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1067,27022.17108044839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1068,27022.921184123396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1069,27023.781052298425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1070,27024.570386598407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1071,27025.260341523408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1072,27026.060763148427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1073,27026.971013973416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1074,27027.771139948367
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1075,27029.762423323395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1076,27030.58063087338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1077,27031.4406561234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1078,27032.250732973396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1079,27032.98132292342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1080,27033.720967548372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1081,27034.587608223377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1082,27035.33062524837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1083,27036.130566423417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1084,27038.201392123403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1085,27038.940944348396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1086,27039.620929923414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1087,27040.290613523423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1088,27041.08098264837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1089,27042.051299048424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1090,27043.021292048394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1091,27043.751420048415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1092,27044.450485073387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1093,27045.300605648397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1094,27047.22513409841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1095,27048.34072214842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1096,27049.1305738734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1097,27049.971344123423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1098,27050.8914256984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1099,27051.631227373422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1100,27052.480830548404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1101,27053.220650698422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1102,27053.77142277342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1103,27055.43095492339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1104,27056.29395527339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1105,27057.10104777342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1106,27058.021415773394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1107,27058.761411498428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1108,27059.37061374843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1109,27060.590653648378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1110,27061.330667823375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1111,27062.06072192341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1112,27062.741381973385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1113,27064.60842264843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1114,27065.420800123393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1115,27066.09083482337
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1116,27066.7614238984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1117,27067.4307286734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1118,27068.10126232338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1119,27068.97130309838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1120,27069.77141982341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1121,27070.440678423405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1122,27072.160950648427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1123,27073.081438773395
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1124,27073.871382873414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1125,27074.563823223412
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1126,27075.170660173415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1127,27075.84148022342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1128,27076.751426148414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1129,27077.600807548402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1130,27078.520870648383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1131,27079.31327244842
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1132,27081.320392223417
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1133,27082.08079787338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1134,27082.813965648413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1135,27083.49075437343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1136,27084.29094502342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1137,27085.09112642342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1138,27085.941533423425
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1139,27086.68127042341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1140,27087.410973423423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1141,27089.80150209838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1142,27090.531168123423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1143,27091.590487998426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1144,27092.33079787338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1145,27093.120972973407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1146,27093.861670873404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1147,27094.59105047339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1148,27095.320790423393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1149,27096.065646098374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1150,27096.85408417338
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1151,27098.79018964839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1152,27099.851754698397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1153,27100.641458598377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1154,27101.421063773392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1155,27102.280931948422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1156,27103.018331373394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1157,27103.81183267343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1158,27104.541387823403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1159,27105.280977023423
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1160,27301.98322377342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1161,27302.65269487339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1162,27303.622438423394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1163,27304.472013873397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1164,27305.2186896984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1165,27306.282453748405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1166,27307.502428973377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1167,27308.112083948374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1168,27308.847136573375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1169,27309.65252902341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1170,27311.6476282984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1171,27312.402213073372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1172,27313.3421501984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1173,27314.08212744838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1174,27314.83291482341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1175,27315.512216673374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1176,27316.402076048373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1177,27317.082117073416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1178,27317.903004048407
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1179,27319.887570373416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1180,27320.642635598422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1181,27321.672740398408
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1182,27322.522140298424
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1183,27323.322321698426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1184,27324.082135998367
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1185,27324.94294659841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1186,27325.682609698415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1187,27326.412284973383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1188,27327.212198423385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1189,27329.112565748394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1190,27329.93263967341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1191,27330.672607673405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1192,27331.462200673403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1193,27332.202316523373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1194,27332.942912798404
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1195,27333.6297909984
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1196,27334.24253194839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1197,27335.18282942343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1198,27336.665989973426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1199,27337.573681473375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1200,27338.252817023396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1201,27339.16267977339
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1202,27340.013003598393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1203,27340.803095548392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1204,27341.72271514839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1205,27342.532450148403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1206,27343.412284748374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1207,27344.332329348385
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1208,27346.18172269839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1209,27346.943107723415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1210,27347.672949298383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1211,27348.462616223394
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1212,27349.38242062342
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1213,27350.122711998403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1214,27350.7831931234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1215,27351.532742423416
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1216,27352.152616223393
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1217,27353.803130698383
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1218,27354.475188848377
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1219,27355.452333198427
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1220,27356.452326648414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1221,27357.26206164837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1222,27357.882748523414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1223,27358.68282829839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1224,27359.667511998414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1225,27361.063110423387
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1226,27361.913175548376
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1227,27363.987549198388
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1228,27364.943267273426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1229,27365.8632010234
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1230,27366.669896223426
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1231,27367.653027723372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1232,27368.39257069838
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1233,27369.843365523397
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1234,27370.46252789843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1235,27371.252721473396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1236,27373.203083373428
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1237,27373.94284812343
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1238,27374.745866023422
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1239,27375.552487323403
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1240,27376.22254052341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1241,27376.89284314841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1242,27377.682888898373
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1243,27378.53252902341
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1244,27379.202683823405
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1245,27379.932987373413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 6) timestamp #1246,27382.043570373415
